Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
-41.4436847, -73.0953738;Aeropuerto El Tepual;El Tepual Airport;;PMC;SCTE;en:El Tepual Airport;Q2756149;;;IDC;;https://www.openstreetmap.org/edit?node=323296372;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Puerto Montt"", ""ele"": ""90"", ""name:es"": ""Aeropuerto El Tepual Puerto Montt"", ""passengers"": ""1272832"", ""ref"": ""PMC"", ""wheelchair"": ""yes""}";Chile;CL
44.8293733, -0.7155108;Aéroport de Bordeaux-Mérignac;;;BOD;LFBD;fr:Aéroport de Bordeaux-Mérignac;Q612731;;;ADBM;;https://www.openstreetmap.org/edit?node=327966676;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""yes""}";France;FR
53.5842715, 14.902048;"Port Lotniczy Szczecin-Goleniów im. NSZZ ""Solidarność""";"Szczecin-Goleniów ""Solidarność"" Airport";;SZZ;EPSC;pl:Port lotniczy Szczecin-Goleniów;Q1432917;;;Szczecin-Goleniów Airport Ltd.;;https://www.openstreetmap.org/edit?node=333282638;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""35"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0429\u0435\u0446\u0438\u043d-\u0413\u043e\u043b\u0435\u043d\u044e\u0432 \u0438\u043c\u0435\u043d\u0438 \u0421\u043e\u043b\u0438\u0434\u0430\u0440\u043d\u043e\u0441\u0442\u0438"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0429\u0435\u0446\u0438\u043d-\u0413\u043e\u043b\u0435\u043d\u044e\u0432 \u0456\u043c\u0435\u043d\u0456 \u0421\u043e\u043b\u0456\u0434\u0430\u0440\u043d\u043e\u0441\u0442\u0456"", ""ref:ulc"": ""49""}";Poland;PL
10.5970493, -61.3361362;Piarco International Airport;;;POS;TTPP;en:Piarco International Airport;Q788810;;;Airports Authority of Trinidad and Tobago;;https://www.openstreetmap.org/edit?node=341501030;ourairports.com;"{""addr:city"": ""Piarco"", ""addr:district"": ""Tunapuna/Piarco"", ""addr:neighbourhood"": ""Piarco Village"", ""addr:street"": ""Golden Grove Road"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Piarco_AirportWiFi"", ""operator:type"": ""public""}";Trinidad and Tobago;TT
52.4205463, 16.8274877;Port Lotniczy Poznań-Ławica im. Henryka Wieniawskiego;Poznań-Ławica Airport;;POZ;EPPO;pl:Port lotniczy Poznań-Ławica;Q1361639;;;Poznań Ławica Airport Ltd. / Polish Air Force;;https://www.openstreetmap.org/edit?node=342024881;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""94"", ""name:de"": ""Poznan-Lawica Airport"", ""name:pl"": ""Lotnisko Pozna\u0144-\u0141awica"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u043e\u0437\u043d\u0430\u043d\u044c-\u041b\u0430\u0432\u0438\u0446\u0430"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u043e\u0437\u043d\u0430\u043d\u044c-\u041b\u0430\u0432\u0438\u0446\u044f \u0456\u043c\u0435\u043d\u0456 \u0413\u0435\u043d\u0440\u0438\u043a\u0430 \u0412\u0435\u043d\u044f\u0432\u0441\u044c\u043a\u043e\u0433\u043e"", ""official_name"": ""Port Lotniczy Pozna\u0144-\u0141awica"", ""ref"": ""POZ"", ""url"": ""https://youtu.be/ejeFNGdHsnY""}";Poland;PL
52.7000391, -8.9244669;Shannon Airport;Shannon Airport;Aéroport de Shannon;SNN;EINN;en:Shannon Airport;Q584102;http://www.shannonairport.com;;Shannon Airport Authority;;https://www.openstreetmap.org/edit?node=353601828;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""area"": ""yes"", ""atis"": ""130.95 MHz"", ""ele"": ""14"", ""is_in"": ""Shannon,,Ireland"", ""name:ga"": ""Aerfort na Sionainne"", ""size"": ""2794563"", ""size:year"": ""2009"", ""tower_frequency"": ""118.7""}";Ireland;IE
12.1312561, -68.2644952;Bonaire International Airport;;;BON;TNCB;nl:Bonaire International Airport;Q1430982;https://bonaireinternationalairport.com/;;;;https://www.openstreetmap.org/edit?node=356298515;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Flamingo Airport"", ""ele"": ""6"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u043e\u043d\u0435\u0440"", ""ref"": ""BON""}";Netherlands;NL
51.2003392, 2.8740056;Internationale luchthaven Oostende–Brugge;Ostend–Bruges International Airport;Aéroport international d'Ostende-Bruges;OST;EBOS;nl:Internationale Luchthaven Oostende-Brugge;Q1432260;;;Vlaamse overheid;;https://www.openstreetmap.org/edit?node=361817188;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Luchthaven Oostende-Middelkerke"", ""closest_town"": ""Oostende"", ""ele"": ""4"", ""loc_name"": ""Luchthaven van Oostende"", ""name:de"": ""Internationale Flughafen Ostende\u2013Br\u00fcgge"", ""name:es"": ""Aeropuerto Internacional de Ostende\u2013Brujas"", ""name:it"": ""Aeroporto internazionale di Ostenda\u2013Bruges"", ""name:nl"": ""Internationale luchthaven Oostende\u2013Brugge"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041e\u0441\u0442\u0435\u043d\u0434\u0435\u2013\u0411\u0440\u044e\u0433\u0433\u0435"", ""operator:wikidata"": ""Q14959780"", ""type"": ""public""}";Belgium;BE
50.6382307, 5.4450141;Aéroport de Liège-Bierset;Liège Airport;Aéroport de Liège-Bierset;LGG;EBLG;en:Liège Airport;Q606067;https://www.liegeairport.com/;+32 4 234 84 11;Liege Airport S.A.;;https://www.openstreetmap.org/edit?node=363819134;wikipedia;"{""addr:city"": ""Bierset"", ""addr:postcode"": ""4460"", ""addr:street"": ""Rue de l'A\u00e9roport"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Li\u00e8ge"", ""ele"": ""201"", ""name:de"": ""Flughafen L\u00fcttich"", ""name:es"": ""Aeropuerto de Lieja"", ""name:it"": ""Aeroporto di Liegi-Bierset"", ""name:ja"": ""\u30ea\u30a8\u30fc\u30b8\u30e5\u7a7a\u6e2f"", ""name:ko"": ""\ub9ac\uc5d0\uc8fc \uacf5\ud56d"", ""name:nl"": ""Luchthaven Luik-Bierset"", ""name:pl"": ""Port lotniczy Li\u00e8ge"", ""name:zh"": ""\u5217\u65e5\u673a\u573a"", ""type"": ""public""}";Belgium;BE
47.1519005, -1.6103832;Aéroport Nantes-Atlantique;Nantes Atlantique Airport;Aéroport Nantes-Atlantique;NTE;LFRS;fr:Aéroport de Nantes Atlantique;Q1432144;;;;;https://www.openstreetmap.org/edit?node=365188796;ourairports.com;"{""addr:city"": ""Bouguenais"", ""addr:postcode"": ""44346"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""barrier"": ""fence"", ""contact:website"": ""http://nantes.aeroport.fr"", ""name:br"": ""Aerborzh Naoned-Atlantel"", ""name:de"": ""Flughafen Nantes"", ""source:name:br"": ""proper translation""}";France;FR
19.2691645, -69.7370337;Aeropuerto Internacional Presidente Profesor Juan Bosch;;;AZS;MDCY;en:Samaná El Catey International Airport;Q1262548;;;;;https://www.openstreetmap.org/edit?node=367189021;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeropuerto Internacional El Catey"", ""ref"": ""AZS""}";Dominican Rep.;DO
50.9009305, 4.4858042;Brussels Airport;Brussels Airport;Aéroport de Bruxelles-National;BRU;EBBR;en:Brussels Airport;Q28934;;;;;https://www.openstreetmap.org/edit?node=370594935;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""56"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0631\u0648\u0643\u0633\u0644 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Leti\u0161t\u011b Brusel"", ""name:de"": ""Flughafen Br\u00fcssel-Zaventem"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u0392\u03c1\u03c5\u03be\u03b5\u03bb\u03bb\u03ce\u03bd"", ""name:eo"": ""Flughaveno Bruselo Nacia"", ""name:es"": ""Aeropuerto de Bruselas-National"", ""name:et"": ""Br\u00fcsseli lennujaam"", ""name:eu"": ""Bruselako aireportua"", ""name:fi"": ""Brysselin lentoasema"", ""name:gcf"": ""Lay\u00e9wop\u00f2 Bris\u00e8l"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05e9\u05dc \u05d1\u05e8\u05d9\u05e1\u05dc"", ""name:ja"": ""\u30d6\u30ea\u30e5\u30c3\u30bb\u30eb\u7a7a\u6e2f"", ""name:ko"": ""\ube0c\ub93c\uc140 \uacf5\ud56d"", ""name:la"": ""Aeroportus Bruxellarum"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u0440\u0438\u0441\u0435\u043b"", ""name:nl"": ""Internationale luchthaven Zaventem / Brussel-Nationaal"", ""name:pl"": ""Port lotniczy Bruksela"", ""name:pt"": ""Aeroporto de Bruxelas"", ""name:sk"": ""Letisko Brusel"", ""name:sr"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u0440\u0438\u0441\u0435\u043b"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0431\u0443\u0440\u04ef\u043a\u0441\u0438\u043b"", ""name:uk"": ""\u0411\u0440\u044e\u0441\u0441\u0435\u043b\u044c\u0441\u044c\u043a\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442"", ""name:zh"": ""\u5e03\u9c81\u585e\u5c14\u673a\u573a"", ""official_name"": ""Brussels National Airport Zaventem""}";Belgium;BE
-10.4501526, 105.6903977;Christmas Island Airport;;;XCH;YPXM;en:Christmas Island Airport;Q1035011;;;Toll Remote Logistics;;https://www.openstreetmap.org/edit?node=371564248;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""check_date"": ""2024-01-19"", ""closest_town"": ""Christmas Island"", ""ele"": ""279"", ""passengers"": ""30000"", ""source:passengers"": ""wikipedia""}";Australia;AU
-27.1646585, -109.4221474;Aeropuerto Internacional Mataveri;Mataveri International Airport;;IPC;SCIP;es:Aeropuerto Internacional Mataveri;Q1070747;;;Fuerza Aérea de Chile (FACH) -;;https://www.openstreetmap.org/edit?node=380068210;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeropuerto de Isla de Pascua"", ""alt_name:es"": ""Aeropuerto de Isla de Pascua"", ""ele"": ""69"", ""government"": ""immigration"", ""international_flights"": ""yes"", ""landuse"": ""military"", ""military"": ""airfield"", ""name:es"": ""Aeropuerto Internacional Mataveri"", ""ref"": ""IPC""}";Chile;CL
16.2658104, -61.531414;Aéroport Guadeloupe - Pôle Caraïbes;Pointe-à-Pitre International Airport;Aéroport Guadeloupe - Pôle Caraïbes;PTP;TFFR;fr:Aéroport Guadeloupe - Pôle Caraïbes;Q1156872;https://www.guadeloupe.aeroport.fr/;05 90 21 14 72;Société Aéroportuaire Guadeloupe Pôle Caraïbes (SAGPC);;https://www.openstreetmap.org/edit?node=383124028;wikipedia,survey,aerial imagery,local knowledge;"{""addr:city"": ""Les Abymes"", ""addr:postcode"": ""97139"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""11"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name:de"": ""Flughafen Pointe-\u00e0-Pitre"", ""name:es"": ""Aeropuerto Internacional de Pointe-\u00e0-Pitre"", ""name:gcf"": ""lay\u00e9wop\u00f2 p\u00f2l karayib"", ""name:ht"": ""P\u00f2l Ayewop\u00f2 Karayib la"", ""name:it"": ""Aeroporto Internazionale di Pointe-\u00e0-Pitre"", ""name:ja"": ""\u30dd\u30ef\u30f3\u30bf\u30d4\u30fc\u30c8\u30eb\u56fd\u969b\u7a7a\u6e2f"", ""name_1"": ""Pointe-\u00e0-Pitre - Le Raizet Airport"", ""name_2"": ""A\u00e9roport de Guadeloupe - P\u00f4le Cara\u00efbes"", ""name_3"": ""A\u00e9roport P\u00f4le Cara\u00efbe"", ""official_name"": ""Guadeloupe P\u00f4le Cara\u00efbes"", ""old_name"": ""A\u00e9roport du Raizet"", ""operator:type"": ""public"", ""type"": ""public""}";France;FR
39.9493498, 41.172697;Erzurum Havaalanı;Erzurum Airport;Aéroport d'Erzurum;ERZ;LTCE;tr:Erzurum Havalimanı;Q1431265;;;;;https://www.openstreetmap.org/edit?node=383226837;Wikipedia (tr);"{""aerodrome"": ""international"", ""aerodrome:type"": ""public/military"", ""aeroway"": ""aerodrome"", ""geonames:id"": ""6299763"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0623\u0631\u0636\u0631\u0648\u0645"", ""name:de"": ""Flughafen Erzurum"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0627\u0631\u0632\u0631\u0648\u0645"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u043e\u0440\u0437\u0440\u0443\u043c"", ""ref"": ""ERZ"", ""wikimedia_commons"": ""Category:Erzurum Airport""}";Turkey;TR
34.8703048, 33.6185219;Διεθνής Αερολιμένας Λάρνακας - Γλαύκος Κληρίδης;Larnaca International Airport – Glafcos Clerides;;LCA;LCLK;en:Larnaca International Airport;Q654636;;;Hermes Airports;;https://www.openstreetmap.org/edit?node=384792729;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Larnaca"", ""ele"": ""2"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u039b\u03ac\u03c1\u03bd\u03b1\u03ba\u03b1\u03c2"", ""name:es"": ""Aeropuerto Internacional de L\u00e1rnaca"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u0430\u0440\u043d\u0430\u043a\u0430"", ""name:tr"": ""Larnaka Uluslararas\u0131 Havaliman\u0131"", ""type"": ""public""}";Cyprus;CY
50.7825186, -1.8422929;Bournemouth Airport;;;BOH;EGHH;en:Bournemouth Airport;Q580409;;;;;https://www.openstreetmap.org/edit?node=386864426;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Bournemouth International Airport"", ""ele"": ""12"", ""int_name"": ""B"", ""old_name"": ""Hurn Airport"", ""ref"": ""EGHH""}";United Kingdom;GB
37.6602663, 120.9789013;烟台蓬莱国际机场;Yantai Penglai International Airport;;YNT;ZSYT;zh:烟台蓬莱国际机场;Q6587733;;;;;https://www.openstreetmap.org/edit?node=395921771;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:zh"": ""\u70df\u53f0\u84ec\u83b1\u56fd\u9645\u673a\u573a"", ""note"": ""estimated"", ""short_name"": ""\u84ec\u83b1\u673a\u573a"", ""short_name:en"": ""Penglai Airport"", ""short_name:zh"": ""\u84ec\u83b1\u673a\u573a""}";China;CN
55.9500825, -3.3614651;Edinburgh Airport;;;EDI;EGPH;en:Edinburgh Airport;Q8716;https://www.edinburghairport.com/;;;;https://www.openstreetmap.org/edit?node=403150963;Gagravarr_Airports;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""contact:facebook"": ""https://www.facebook.com/EdinburghAirport/"", ""contact:instagram"": ""https://www.instagram.com/edinburghairport"", ""contact:twitter"": ""https://twitter.com/EDI_Airport"", ""is_in"": ""Edinburgh,Scotland,UK"", ""old_name"": ""Turnhouse""}";United Kingdom;GB
51.720959, 19.3934965;Port Lotniczy Łódź im. Władysława Reymonta;;;LCJ;EPLL;pl:Port lotniczy Łódź-Lublinek;Q764554;;;;;https://www.openstreetmap.org/edit?node=407511357;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u043e\u0434\u0437\u044c \u0438\u043c\u0435\u043d\u0438 \u0412\u043b\u0430\u0434\u0438\u0441\u043b\u0430\u0432\u0430 \u0420\u0435\u0439\u043c\u043e\u043d\u0442\u0430"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u043e\u0434\u0437\u044c \u0456\u043c\u0435\u043d\u0456 \u0412\u043b\u0430\u0434\u0438\u0441\u043b\u0430\u0432\u0430 \u0420\u0435\u0439\u043c\u043e\u043d\u0442\u0430"", ""official_name"": ""Port Lotniczy \u0141\u00f3d\u017a im. W\u0142adys\u0142awa Reymonta"", ""old_name"": ""Port lotniczy \u0141\u00f3d\u017a-Lublinek""}";Poland;PL
60.1978165, 11.0991856;Oslo lufthavn, Gardermoen;Oslo Airport, Gardermoen;;OSL;ENGM;en:Oslo Airport, Gardermoen;Q210559;https://avinor.no/flyplass/oslo/;;Oslo Lufthavn AS;;https://www.openstreetmap.org/edit?node=425295012;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Oslo"", ""ele"": ""208"", ""name:no"": ""Oslo lufthavn, Gardermoen"", ""passengers"": ""24269152"", ""wheelchair"": ""yes""}";Norway;NO
46.7921863, -71.3878691;Aéroport international Jean-Lesage de Québec;Québec City Jean Lesage International Airport;Aéroport international Jean-Lesage de Québec;YQB;CYQB;fr:Aéroport international Jean-Lesage de Québec;Q794549;;;;;https://www.openstreetmap.org/edit?node=464846018;;"{""addr:city"": ""Qu\u00e9bec"", ""addr:housenumber"": ""505"", ""addr:postcode"": ""G2G 0J4"", ""addr:street"": ""Rue Principale"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Qu\u00e9bec"", ""ele"": ""74"", ""internet_access"": ""yes"", ""ref"": ""YQB"", ""wikimedia_commons"": ""Category:Qu\u00e9bec City Jean Lesage International Airport""}";Canada;CA
23.5624651, -75.8776653;Exuma International Airport;Exuma International Airport;;GGT;MYEF;en:Exuma International Airport;Q3499608;;;;;https://www.openstreetmap.org/edit?node=471388706;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Exuma"", ""ele"": ""3""}";Bahamas;BS
24.9562847, 46.7087391;مطار الملك خالد الدولي;King Khalid International Airport;King Khalid International;RUH;OERK;;Q47157;;;General Authority of Civil Aviation;This airport consists of 5 passenger terminals (only three of which are in use), with eight aero-bridges each, a mosque, covered and uncovered car parking for 11,600 vehicles, an additional Royal Terminal (for the kingdom's guests, government heads.;https://www.openstreetmap.org/edit?node=471667957;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""625"", ""int_name"": ""King Khalid International,OERK,RUH, King Khalid International"", ""internet_access"": ""wlan"", ""jpoi_id"": ""100054"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0645\u0644\u0643 \u062e\u0627\u0644\u062f \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b kr\u00e1le Ch\u00e1lida"", ""name:de"": ""King Khalid International"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05e8\u05d9\u05d0\u05d3 \u05d4\u05de\u05dc\u05da \u05d7'\u05d0\u05dc\u05d3"", ""name:hi"": ""\u0915\u093f\u0902\u0917 \u0916\u093e\u0932\u093f\u0926 \u0905\u0902\u0924\u0930\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0939\u0935\u093e\u0908 \u0905\u0921\u094d\u0921\u093e"", ""name:ml"": ""\u0d15\u0d3f\u0d02\u0d17\u0d4d \u0d16\u0d3e\u0d32\u0d3f\u0d26\u0d4d \u0d05\u0d28\u0d4d\u0d24\u0d3e\u0d30\u0d3e\u0d37\u0d4d\u0d1f\u0d4d\u0d30 \u0d35\u0d3f\u0d2e\u0d3e\u0d28\u0d24\u0d4d\u0d24\u0d3e\u0d35\u0d33\u0d02"", ""type"": ""public"", ""wikipedia:en"": ""King_Khalid_International_Airport""}";Saudi Arabia;SA
-6.9695328, 110.371765;Bandar Udara Ahmad Yani;Ahmad Yani Airport;;SRG;WAHS;id:Bandar Udara Internasional Ahmad Yani;Q1457975;;+62 024 7608735;PT Angkasa Pura;;https://www.openstreetmap.org/edit?node=476132440;HOT_InAWARESurvey_2018;"{""addr:city"": ""Semarang"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""fax"": ""+62 024 7603506""}";;
-10.1721251, 123.6739849;Bandar Udara Internasional El Tari;El Tari Airport;;KOE;WATT;id:Bandar Udara Internasional El Tari;Q571612;;;PT. Angkasa Pura I;;https://www.openstreetmap.org/edit?node=497837854;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""103"", ""short_name"": ""Bandara El Tari""}";Indonesia;ID
5.1773857, -59.4889152;Kaieteur International Airport;;;KAI;SYKA;en:Kaieteur International Airport;Q6347639;;;;;https://www.openstreetmap.org/edit?node=500231637;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1520""}";Guyana;GY
10.4819907, 9.7465943;Bauchi State Airport;Sir Abubakar Tafawa Balewa International Airport;;BCU;DNBC;en:Bauchi State Airport;Q18205425;;;;;https://www.openstreetmap.org/edit?node=501791289;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1980""}";Nigeria;NG
48.9793426, 6.2477144;Aeroport de Metz-Nancy-Lorraine;;;ETZ;LFJL;fr:Aéroport de Metz-Nancy-Lorraine;Q1432038;;;;;https://www.openstreetmap.org/edit?node=506073903;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""name:de"": ""Flughafen Metz-Nancy-Lothringen"", ""name:it"": ""Aeroporto di Metz-Nancy-Lorena""}";France;FR
2.2611608, 98.9840202;Bandar Udara Internasional Sisingamangaraja XII;Sisingamangaraja XII International Airport;;DTB;WIMN;id:Bandar Udara Internasional Silangit;Q1592053;https://silangit-airport.co.id;+62 633 41921;PT Angkasa Pura II;;https://www.openstreetmap.org/edit?node=536586590;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1416"", ""fax"": ""+62 0633 41921"", ""int_name"": ""Sisingamangaraja XII International Airport"", ""old_name"": ""Bandar Udara Internasional Silangit""}";Indonesia;ID
-22.0148982, 166.2139406;Aéroport de Nouméa - La Tontouta;Noumea - La Tontouta International Airport;Aéroport de Nouméa - La Tontouta;NOU;NWWW;fr:Aéroport international de Nouméa-La Tontouta;Q892783;;;CCI Chambre de Commerce et d'Industrie;;https://www.openstreetmap.org/edit?node=543593667;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Noum\u00e9a"", ""ele"": ""16""}";France;FR
9.7497503, -63.1538504;Aeropuerto Internacional José Tadeo Monagas;José Tadeo Monagas International Airport;;MUN;SVMT;es:Aeropuerto Internacional José Tadeo Monagas;Q1321040;https://www.aeropuertos.net/aeropuerto-internacional-jose-tadeo-monagas/;+58-291-6410960;Servicio Autónomo de Aeropuertos del Estado Monagas(SAADEMO);;https://www.openstreetmap.org/edit?node=564123214;wikipedia;"{""addr:city"": ""Matur\u00edn"", ""addr:country"": ""VE"", ""addr:postcode"": ""6201"", ""addr:state"": ""Monagas"", ""addr:street"": ""Avenida Jos\u00e9 Tadeo Monagas"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Matur\u00edn"", ""ele"": ""68"", ""gnis:feature_type"": ""airport"", ""image"": ""https://www.aeropuertos.net/imagenes/2014/08/Aeropuerto-Internacional-Jos%C3%A9-Tadeo-Monagas-410x307.jpg"", ""importance"": ""Internacional"", ""int_name"": ""Jos\u00e9 Tadeo Monagas International Airport"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""type"": ""civil"", ""wheelchair"": ""yes""}";Venezuela;VE
19.9506465, 99.8817597;ท่าอากาศยานเชียงราย;Chiangrai International Airport;;CEI;VTCT;en:Mae Fah Luang-Chiang Rai International Airport;Q969597;;;;;https://www.openstreetmap.org/edit?node=593126810;;"{""addr:housenumber"": ""404"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""390"", ""name:pl"": ""Port lotniczy Chiang Rai"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e40\u0e0a\u0e35\u0e22\u0e07\u0e23\u0e32\u0e22"", ""passengers"": ""818000""}";Thailand;TH
30.9139774, 29.6959757;مطار برج العرب;Borg El Arab International Airport;;HBE;HEBA;en:Borg El Arab Airport;Q1194015;;;Borg al Arab International Airport;;https://www.openstreetmap.org/edit?node=613881818;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""barrier"": ""fence"", ""closest_town"": ""Alexandria"", ""ele"": ""54"", ""name:ar"": ""Borg El Arab International Airport"", ""name:ml"": ""\u0d2c\u0d41\u0d7c\u0d1c\u0d4d \u0d05\u0d7d-\u0d05\u0d31\u0d2c\u0d4d \u0d05\u0d28\u0d4d\u0d24\u0d3e\u0d30\u0d3e\u0d37\u0d4d\u0d1f\u0d4d\u0d30 \u0d35\u0d3f\u0d2e\u0d3e\u0d28\u0d24\u0d4d\u0d24\u0d3e\u0d35\u0d33\u0d02""}";Egypt;EG
